date,star,star_low,star_high,star_text,status,method,evidence,source_file
2024-05-06,5.3,,,今天大盘整体上涨，截止到收盘，回到5.3星。,exact,body_current_exact,今天大盘整体上涨，截止到收盘，回到5.3星。,[2024-05-06-2200]5月6日指数估值数据A股上涨回到53星级月薪宝发薪日黄金星级更新.md
2024-05-07,5.3,,,今天大盘整体波动不大，微涨微跌，截止到收盘，还在5.3星。,exact,body_current_exact,今天大盘整体波动不大，微涨微跌，截止到收盘，还在5.3星。,[2024-05-07-2133]5月7日指数估值数据螺丝钉定投实盘第315期投顾组合发车.md
2024-05-08,,5.3,5.4,今天大盘整体下跌，截止到收盘，在5.3-5.4星边界上下。,range,body_current_range,今天大盘整体下跌，截止到收盘，在5.3-5.4星边界上下。,[2024-05-08-2144]5月8日指数估值数据个人投资者能做到低买高卖逆势投资吗.md
2024-05-09,5.3,,,今天大盘低开高走，整体上涨。截止到收盘，还在5.3星。,exact,body_current_exact,今天大盘低开高走，整体上涨。截止到收盘，还在5.3星。,[2024-05-09-2153]5月9日指数估值数据市场整体上涨不同板块盈利情况如何300500指数日报来了.md
2024-05-10,5.3,,,今天大盘整体波动不大，还在5.3星。,exact,body_current_exact,今天大盘整体波动不大，还在5.3星。,[2024-05-10-2142]5月10日指数估值数据港股继续上涨还在低估吗抽奖福利.md
2024-05-13,5.3,,,今天大盘微跌，还在5.3星。,exact,body_current_exact,今天大盘微跌，还在5.3星。,[2024-05-13-2143]5月13日指数估值数据基金经理离职怎么办月薪宝发薪日黄金星级更新.md
2024-05-14,5.3,,,今天市场大盘波动不大，微涨微跌，还在5.3星级。,exact,body_current_exact,今天市场大盘波动不大，微涨微跌，还在5.3星级。,[2024-05-14-2146]5月14日指数估值数据螺丝钉定投实盘第316期投顾组合发车.md
2024-05-15,,5.3,5.4,今天大盘整体下跌，到收盘回到5.3-5.4星上下。,range,body_current_range,今天大盘整体下跌，到收盘回到5.3-5.4星上下。,[2024-05-15-2150]5月15日指数估值数据超长期国债对我们投资有什么影响.md
2024-05-16,,5.3,5.4,今天大盘整体微涨，截止到收盘，还在5.3-5.4星上下。,range,body_current_range,今天大盘整体微涨，截止到收盘，还在5.3-5.4星上下。,[2024-05-16-2141]5月16日指数估值数据月薪宝是如何做股债平衡的300500指数日报来了.md
2024-05-17,5.3,,,截止到收盘，还在5.3星。,exact,body_current_exact,截止到收盘，还在5.3星。,[2024-05-17-2139]5月17日指数估值数据港股还有低估品种吗抽奖福利.md
2024-05-20,5.3,,,今天大盘整体微涨，波动不大，还在5.3星。,exact,body_current_exact,今天大盘整体微涨，波动不大，还在5.3星。,[2024-05-20-2147]5月20日指数估值数据超长期特别国债发行月薪宝训练营招募黄金星级更新.md
2024-05-21,5.3,,,今天大盘整体下跌，截止到收盘，还在5.3星。,exact,body_current_exact,今天大盘整体下跌，截止到收盘，还在5.3星。,[2024-05-21-2136]5月21日指数估值数据螺丝钉定投实盘第317期投顾组合发车.md
2024-05-22,5.3,,,今天大盘整体波动不大，还在5.3星。,exact,body_current_exact,今天大盘整体波动不大，还在5.3星。,[2024-05-22-2149]5月22日指数估值数据红利表现强势还能投资吗.md
2024-05-23,5.4,,,今天大盘整体下跌，截止到收盘，回到5.4星。,exact,body_current_exact,今天大盘整体下跌，截止到收盘，回到5.4星。,[2024-05-23-2119]5月23日指数估值数据除了房地产还有什么能盘活居民资产300500指数日报来了.md
2024-05-24,5.4,,,今天大盘整体下跌，截止到收盘还在5.4星。,exact,body_current_exact,今天大盘整体下跌，截止到收盘还在5.4星。,[2024-05-24-2138]5月24日指数估值数据低估品种为啥上涨有先有后估值表绿色增多抽奖福利.md
2024-05-27,5.4,,,截止到收盘，还在5.4星。,exact,body_current_exact,截止到收盘，还在5.4星。,[2024-05-27-2147]5月27日指数估值数据新的利好政策来了还会回到59星吗月薪宝发薪日黄金星级更新.md
2024-05-28,5.4,,,今天上午大盘波动不大，到下午变成下跌，还在5.4星。,exact,body_current_exact,今天上午大盘波动不大，到下午变成下跌，还在5.4星。,[2024-05-28-2148]5月28日指数估值数据螺丝钉定投实盘第318期投顾组合发车.md
2024-05-29,5.4,,,今天大盘整体波动不大，微涨微跌，还在5.4星。,exact,body_current_exact,今天大盘整体波动不大，微涨微跌，还在5.4星。,[2024-05-29-2148]5月29日指数估值数据红利指数的四次进化.md
2024-05-30,5.4,,,今天大盘整体下跌，截止到收盘，还在5.4星。,exact,body_current_exact,今天大盘整体下跌，截止到收盘，还在5.4星。,[2024-05-30-2143]5月30日指数估值数据未来还会有3星级吗300500指数日报来了.md
2024-05-31,5.4,,,今天大盘上午上涨，不过到收盘变成微跌。截止到收盘，还在5.4星。,exact,body_current_exact,今天大盘上午上涨，不过到收盘变成微跌。截止到收盘，还在5.4星。,[2024-05-31-2147]5月31日指数估值数据上证指数为啥总是3000点左右抽奖福利.md
