date,star,star_low,star_high,star_text,status,method,evidence,source_file
2024-08-01,5.7,,,今天大盘整体下跌，截止到收盘，还在5.7星。,exact,body_current_exact,今天大盘整体下跌，截止到收盘，还在5.7星。,[2024-08-01-2159]8月1日指数估值数据今年A股最低到了几星级300500指数日报来了.md
2024-08-02,5.7,,,今天大盘整体下跌，截止到收盘，还在5.7星。,exact,body_current_exact,今天大盘整体下跌，截止到收盘，还在5.7星。,[2024-08-02-2149]8月2日指数估值数据美股回调美债上涨抽奖福利.md
2024-08-05,,5.7,5.8,截止到收盘，又回到5.7-5.8星上下。,range,body_current_range,截止到收盘，又回到5.7-5.8星上下。,[2024-08-05-2152]8月5日指数估值数据日股单日下跌12见证历史月薪宝发薪日.md
2024-08-06,5.7,,,今天A股大盘整体上涨，截止到收盘，又回到5.7，距离5.8不远。,exact,body_current_exact,今天A股大盘整体上涨，截止到收盘，又回到5.7，距离5.8不远。,[2024-08-06-2149]8月6日指数估值数据螺丝钉定投实盘第328期投顾组合发车.md
2024-08-07,5.7,,,今天大盘整体波动不大，截止到收盘，还在5.7星。,exact,body_current_exact,今天大盘整体波动不大，截止到收盘，还在5.7星。,[2024-08-07-2154]8月7日指数估值数据人民币债券指数估值表来了.md
2024-08-08,5.7,,,今天大盘波动不大，还在5.7星。,exact,body_current_exact,今天大盘波动不大，还在5.7星。,[2024-08-08-2150]8月8日指数估值数据A股散户机构各自占比是多少300500指数日报来了.md
2024-08-09,,5.7,5.8,今天大盘高开低走，到收盘大盘微跌，还在5.7-5.8星上下。,range,body_current_range,今天大盘高开低走，到收盘大盘微跌，还在5.7-5.8星上下。,[2024-08-09-2147]8月9日指数估值数据成长和价值组合会怎么配置抽奖福利.md
2024-08-12,,5.7,5.8,今天大盘微跌，波动不大，截止到收盘，还在5.7-5.8星上下。,range,body_current_range,今天大盘微跌，波动不大，截止到收盘，还在5.7-5.8星上下。,[2024-08-12-2137]8月12日指数估值数据投资会遇到经济危机吗债券指数估值月薪宝发薪日黄金星级更新.md
2024-08-13,5.8,,,今天大盘开盘下跌，不过到收盘前大盘反弹，全天微涨，还在5.8星。,exact,body_current_exact,今天大盘开盘下跌，不过到收盘前大盘反弹，全天微涨，还在5.8星。,[2024-08-13-2144]8月13日指数估值数据螺丝钉定投实盘第329期投顾组合发车.md
2024-08-14,5.8,,,今天大盘整体下跌，截止到收盘，还在5.8星。,exact,body_current_exact,今天大盘整体下跌，截止到收盘，还在5.8星。,[2024-08-14-2146]8月14日指数估值数据A股日成交额不到5000亿原因是啥呢.md
2024-08-15,5.8,,,今天大盘整体上涨，截止到收盘，还在5.8星。,exact,body_current_exact,今天大盘整体上涨，截止到收盘，还在5.8星。,[2024-08-15-2203]8月15日指数估值数据机构买入A股上涨纯债基金还会大跌吗300500指数日报来了.md
2024-08-16,5.8,,,今天大盘整体波动不大，还在5.8星。,exact,body_current_exact,今天大盘整体波动不大，还在5.8星。,[2024-08-16-2141]8月16日指数估值数据超6000亿这类机构买入指数基金最多抽奖福利.md
2024-08-19,5.8,,,今天大盘整体微涨。截止到收盘，还在5.8星。,exact,body_current_exact,今天大盘整体微涨。截止到收盘，还在5.8星。,[2024-08-19-2148]8月19日指数估值数据价值指数接近历史新高月薪宝发薪日黄金星级更新.md
2024-08-20,5.8,,,今天大盘整体下跌，截止到收盘，还在5.8星。,exact,body_current_exact,今天大盘整体下跌，截止到收盘，还在5.8星。,[2024-08-20-2139]8月20日指数估值数据螺丝钉定投实盘第330期投顾组合发车.md
2024-08-21,5.8,,,今天大盘整体微跌，还在5.8星。,exact,body_current_exact,今天大盘整体微跌，还在5.8星。,[2024-08-21-2205]8月21日指数估值数据银行股创新高对指数的贡献有多大.md
2024-08-22,5.8,,,今天大盘整体微跌，截止到收盘，还在5.8星。,exact,body_current_exact,今天大盘整体微跌，截止到收盘，还在5.8星。,[2024-08-22-2150]8月22日指数估值数据机构买入指数基金会带动股价上涨么300500指数日报来了.md
2024-08-23,5.8,,,今天大盘微涨，还在5.8星。,exact,body_current_exact,今天大盘微涨，还在5.8星。,[2024-08-23-2200]8月23日指数估值数据牛市最后一批3年持有期基金到期对我们投资有什么影响抽奖福利.md
2024-08-26,5.8,,,今天大盘微涨微跌，波动不大，截止到收盘，还在5.8星。,exact,body_current_exact,今天大盘微涨微跌，波动不大，截止到收盘，还在5.8星。,[2024-08-26-2151]8月26日指数估值数据小盘股指数会受退市新规影响吗债券估值表来了月薪宝发薪日.md
2024-08-27,5.9,,,今天大盘整体下跌，截止到收盘，摸到5.9星。,exact,body_current_exact,今天大盘整体下跌，截止到收盘，摸到5.9星。,[2024-08-27-2153]8月27日指数估值数据摸到59星级螺丝钉定投实盘第331期投顾组合发车.md
2024-08-28,5.9,,,今天大盘微跌，还在5.9星。,exact,body_current_exact,今天大盘微跌，还在5.9星。,[2024-08-28-2156]8月28日指数估值数据这轮熊市为啥这么长.md
2024-08-29,5.8,,,今天大盘低开高走，截止到收盘，大盘整体上涨，又回到5.8星。,exact,body_current_exact,今天大盘低开高走，截止到收盘，大盘整体上涨，又回到5.8星。,[2024-08-29-2147]8月29日指数估值数据新指数中证A500是什么300500指数日报来了.md
2024-08-30,5.8,,,今天大盘整体上涨，截止收盘，在5.8星。,exact,body_current_exact,今天大盘整体上涨，截止收盘，在5.8星。,[2024-08-30-2145]8月30日指数估值数据大盘整体上涨回到58星级抽奖福利.md
