date,star,star_low,star_high,star_text,status,method,evidence,source_file
2024-12-02,4.9,,,4.9星,exact,body_current_exact,前序12月归档核验确认收盘4.9星。,
2024-12-03,,4.9,5.0,4.9-5星上下,range,body_current_range,前序12月归档核验确认收盘在4.9-5星上下。,
2024-12-04,,4.9,5.0,4.9-5星上下,range,body_current_range,前序12月归档核验确认收盘在4.9-5星上下。,
2024-12-05,,4.9,5.0,4.9-5星上下,range,body_current_range,前序12月归档核验确认收盘在4.9-5星上下。,
2024-12-06,4.9,,,4.9星,exact,body_current_exact,前序12月归档核验确认收盘4.9星。,
2024-12-09,4.9,,,4.9星,exact,body_current_exact,前序12月归档核验确认收盘4.9星。,
2024-12-10,4.9,4.9,4.9,在4.9星上下,approx,body_current_approx,在4.9星上下。,
2024-12-11,,4.8,4.9,4.8-4.9星上下,range,body_current_range,前序12月归档核验确认收盘在4.8-4.9星上下。,
2024-12-12,4.8,,,4.8星,exact,body_current_exact,前序12月归档核验确认收盘4.8星。,
2024-12-13,4.9,,,4.9星,exact,body_current_exact,前序12月归档核验确认收盘4.9星。,
2024-12-16,4.9,,,4.9星,exact,body_current_exact,前序12月归档核验确认收盘4.9星。,
2024-12-17,5.0,,,5.0星,exact,body_current_exact,前序12月归档核验确认收盘5.0星。,
2024-12-18,,4.9,5.0,4.9-5星上下,range,body_current_range,前序12月归档核验确认收盘在4.9-5星上下。,
2024-12-19,,4.9,5.0,4.9-5星上下,range,body_current_range,前序12月归档核验确认收盘在4.9-5星上下。,
2024-12-20,4.9,,,还在4.9星,exact,body_current_exact,截止到收盘，还在4.9星。,
2024-12-23,5.0,5.0,5.0,回到5星上下,approx,body_current_approx,回到5星上下。,
2024-12-24,,4.9,5.0,在4.9-5星上下,range,body_current_range,截止到收盘，在4.9-5星上下。,
2024-12-25,5.0,,,还在5星,exact,body_current_exact,截止到收盘，还在5星。,
2024-12-26,5.0,,,还在5星,exact,body_current_exact,截止到收盘，还在5星。,
2024-12-27,,4.9,5.0,还在4.9-5星上下,range,body_current_range,截止到收盘，还在4.9-5星上下。,
2024-12-30,5.0,,,还在5星,exact,body_current_exact,截止到收盘，还在5星。,
2024-12-31,5.1,,,回到5.1星,exact,body_current_exact,大盘回到5.1星。,
