date,star,star_low,star_high,star_text,status,method,evidence,source_file
2024-04-01,5.3,,,进入4月份第一个交易日，大盘高开高走，整体上涨，回到5.3星级。距离5.4不远的位置。,exact,body_current_exact,进入4月份第一个交易日，大盘高开高走，整体上涨，回到5.3星级。距离5.4不远的位置。,[2024-04-01-2158]4月1日指数估值数据回到53星买股票基金为啥不适合看短期收益率呢.md
2024-04-02,,5.3,5.4,今天大盘微跌，波动不大，还是在5.4-5.3星级上下。,range,body_current_range,今天大盘微跌，波动不大，还是在5.4-5.3星级上下。,[2024-04-02-2135]4月2日指数估值数据螺丝钉定投实盘第310期投顾组合发车.md
2024-04-03,5.4,,,今天大盘微跌，截止到收盘，还在5.4星级。,exact,body_current_exact,今天大盘微跌，截止到收盘，还在5.4星级。,[2024-04-03-2146]4月3日指数估值数据经济指标好转股市会继续上涨么.md
2024-04-08,5.4,,,今天大盘整体下跌，截止到收盘，还在5.4星级。,exact,body_current_exact,今天大盘整体下跌，截止到收盘，还在5.4星级。,[2024-04-08-2136]4月8日指数估值数据跨地区套利养老你会考虑么.md
2024-04-09,5.4,,,今天大盘整体上涨，截止到收盘还在5.4星级。,exact,body_current_exact,今天大盘整体上涨，截止到收盘还在5.4星级。,[2024-04-09-2138]4月9日指数估值数据螺丝钉定投实盘第311期投顾组合发车.md
2024-04-10,,5.4,5.5,今天大盘整体下跌，截止到收盘，在5.5星-5.4星级边界上下。,range,body_current_range,今天大盘整体下跌，截止到收盘，在5.5星-5.4星级边界上下。,[2024-04-10-2134]4月10日指数估值数据房地产有没有指数基金呢.md
2024-04-11,,5.4,5.5,今天大盘整体微涨，截止到收盘，还在5.4-5.5星边界上下。,range,body_current_range,今天大盘整体微涨，截止到收盘，还在5.4-5.5星边界上下。,[2024-04-11-2134]4月11日指数估值数据通货膨胀对投资有什么影响百分位估值表和沪深300指数日报来了.md
2024-04-12,5.5,,,截止到收盘，回到5.5星，距离5.4不远的位置。,exact,body_current_exact,截止到收盘，回到5.5星，距离5.4不远的位置。,[2024-04-12-2141]4月12日指数估值数据信托产品暴雷是怎么回事呢抽奖福利.md
2024-04-15,,5.4,5.5,今天A股整体上涨，还在5.5-5.4星级边界上下。,range,body_current_range,今天A股整体上涨，还在5.5-5.4星级边界上下。,[2024-04-15-2135]4月15日指数估值数据国九条利好对我们投资有什么影响黄金星级已更新.md
2024-04-16,5.6,,,今天大盘整体下跌，中证全指下跌2.89%，回到5.6星。,exact,body_current_exact,今天大盘整体下跌，中证全指下跌2.89%，回到5.6星。,[2024-04-16-2146]4月16日指数估值数据回到56星级螺丝钉定投实盘第312期投顾组合发车.md
2024-04-17,5.5,,,今天大盘整体反弹，截止到收盘，回到5.5星。,exact,body_current_exact,今天大盘整体反弹，截止到收盘，回到5.5星。,[2024-04-17-2150]4月17日指数估值数据回到55星级小微盘股波动大对我们投资有什么影响.md
2024-04-18,5.5,,,到收盘，大盘整体微涨，还在5.5星，距离5.4不远。,exact,body_current_exact,到收盘，大盘整体微涨，还在5.5星，距离5.4不远。,[2024-04-18-2135]4月18日指数估值数据A股红利和美股红利有什么区别百分位估值表和300500指数日报来了.md
2024-04-19,5.5,,,今天大盘整体微跌，截止到收盘，还在5.5星。,exact,body_current_exact,今天大盘整体微跌，截止到收盘，还在5.5星。,[2024-04-19-2136]4月19日指数估值数据存款利率倒挂对投资有什么影响.md
2024-04-22,5.5,,,今天大盘整体波动不大，还在5.5星级。,exact,body_current_exact,今天大盘整体波动不大，还在5.5星级。,[2024-04-22-2142]4月22日指数估值数据全球市场风格轮动购书福利来啦黄金星级更新.md
2024-04-23,5.5,,,今天大盘整体微跌，截止到收盘，还在5.5星级。,exact,body_current_exact,今天大盘整体微跌，截止到收盘，还在5.5星级。,[2024-04-23-2136]4月23日指数估值数据螺丝钉定投实盘第313期投顾组合发车购书福利来啦.md
2024-04-24,5.5,,,今天大盘整体上涨，截止到收盘，还在5.5星。,exact,body_current_exact,今天大盘整体上涨，截止到收盘，还在5.5星。,[2024-04-24-2153]4月24日指数估值数据指数基金最大买家揭晓今天几星小程序上线估值表功能.md
2024-04-25,5.5,,,今天大盘整体微涨，截止到收盘，还在5.5星。,exact,body_current_exact,今天大盘整体微涨，截止到收盘，还在5.5星。,[2024-04-25-2153]4月25日指数估值数据长期纯债下跌是怎么回事百分位估值表和300500指数日报来了.md
2024-04-26,5.4,,,今天大盘整体上涨，截止到收盘，回到5.4星。,exact,body_current_exact,今天大盘整体上涨，截止到收盘，回到5.4星。,[2024-04-26-2156]4月26日指数估值数据如何靠基金获得定期现金流抽奖福利.md
2024-04-29,5.4,,,今天大盘低开高走，继续上涨。截止到收盘，还在5.4星。,exact,body_current_exact,今天大盘低开高走，继续上涨。截止到收盘，还在5.4星。,[2024-04-29-2156]4月29日指数估值数据大盘连续上涨回到54星黄金星级更新.md
2024-04-30,5.4,,,今天大盘整体微跌，波动不大，还在5.4星。,exact,body_current_exact,今天大盘整体微跌，波动不大，还在5.4星。,[2024-04-30-2153]4月30日指数估值数据螺丝钉定投实盘第314期投顾组合发车.md
