date,star,star_low,star_high,star_text,status,method,evidence,source_file
2022-12-01,4.9,,,重新回到了4.9星级,exact,body_current_exact,今天市场继续上涨，截止到收盘，大盘重新回到了4.9星级。,[2022-12-01-2120]12月1日指数估值数据再次进入49星级.md
2022-12-02,4.9,,,目前还是在4.9星级,exact,body_current_exact,今天大盘先涨后跌，目前还是在4.9星级。距离5星级不远。,[2022-12-02-2125]12月2日指数估值数据红利指数规则又有哪些变化.md
2022-12-05,4.9,,,目前还是在4.9星级,exact,body_current_exact,今天大盘整体上涨。目前还是在4.9星级，距离4.8星级不远。,[2022-12-05-2137]12月5日指数估值数据5星级啥时候还会再回来.md
2022-12-06,4.9,,,目前还是在4.9星级,exact,body_current_exact,截止到收盘，大盘微涨，目前还是在4.9星级。,[2022-12-06-2132]12月6日指数估值数据螺丝钉定投实盘第245期投顾组合发车.md
2022-12-07,4.9,,,目前还是在4.9星级,exact,body_current_exact,今天市场波动比较大，截止到收盘，大盘微跌。目前还是在4.9星级。,[2022-12-07-2138]12月7日指数估值数据12月螺丝钉牛熊信号板.md
2022-12-08,4.9,,,还是在4.9星级,exact,body_current_exact,今天大盘整体波动不大，还是在4.9星级。,[2022-12-08-2136]12月8日指数估值数据美股美债目前几星级.md
2022-12-09,4.9,,,目前还是在4.9星级,exact,body_current_exact,截止到收盘，大盘整体上涨。目前还是在4.9星级，不过距离4.8星级很接近。,[2022-12-09-2146]12月9日指数估值数据上涨时要跟上指数.md
2022-12-12,4.9,,,目前还是在4.9星级,exact,body_current_exact,今天大盘整体下跌，目前还是在4.9星级。,[2022-12-12-2127]12月12日指数估值数据成为杨过怎么办分享一些朋友的经历.md
2022-12-13,4.9,,,大盘还是在4.9星级,exact,body_current_exact,今天大盘先涨后跌。截止到收盘，大盘还是在4.9星级。,[2022-12-13-2135]12月13日指数估值数据螺丝钉定投实盘第246期投顾组合发车.md
2022-12-14,4.9,,,目前还是在4.9星级,exact,body_current_exact,大盘整体波动不大，目前还是在4.9星级。,[2022-12-14-2140]12月14日指数估值数据美股通货膨胀率下降意味着什么.md
2022-12-15,4.9,,,目前还是在4.9星级,exact,body_current_exact,今天大盘整体波动不大，目前还是在4.9星级。,[2022-12-15-2147]12月15日指数估值数据消费行业还有投资价值吗.md
2022-12-16,4.9,,,到收盘还是在4.9星级,exact,body_current_exact,今天大盘整体微跌，到收盘，还是在4.9星级。,[2022-12-16-2142]12月16日指数估值数据REITS指数来啦它有投资价值吗.md
2022-12-19,5.0,,,又回到了5星级,exact,body_current_exact,今天大盘整体下跌，到收盘，又回到了5星级。目前处于刚回到5星级不久的位置。,[2022-12-19-2200]12月19日指数估值数据回到5星.md
2022-12-20,,5.0,5.1,目前回到了5.1-5.0星级上下,range,body_current_range,今天大盘整体下跌，目前回到了5.1-5.0星级上下。,[2022-12-20-2131]12月20日指数估值数据螺丝钉定投实盘第247期投顾组合发车.md
2022-12-21,,5.0,5.1,目前还是5.1-5.0星级的位置,range,body_current_range,今天大盘先涨后跌，截止到收盘，大盘整体波动不大。目前还是5.1-5.0星级的位置。,[2022-12-21-2133]12月21日指数估值数据如果日本进入加息周期对市场有什么影响.md
2022-12-22,5.1,,,截止到收盘在5.1星级,exact,body_current_exact,今天大盘整体微跌，截止到收盘，在5.1星级。,[2022-12-22-2132]12月22日指数估值数据如果出现金融危机对我们的投资有什么影响.md
2022-12-23,5.1,,,目前还是在5.1星级,exact,body_current_exact,今天大盘先跌后反弹，截止到收盘，整体波动不大。目前还是在5.1星级。,[2022-12-23-2130]12月23日指数估值数据美股有低估机会了吗.md
2022-12-26,5.1,,,截止到收盘还是在5.1星级,exact,body_current_exact,今天大盘整体微涨。截止到收盘，还是在5.1星级。,[2022-12-26-2151]12月26日指数估值数据从5星级到3星级收益会如何呢.md
2022-12-27,5.0,,,又回到了5星级,exact,body_current_exact,今天大盘整体微涨。又回到了5星级。不过目前还是在5星级的位置，还没走出。,[2022-12-27-2129]12月27日指数估值数据螺丝钉定投实盘第248期投顾组合发车.md
2022-12-28,,5.0,5.1,目前还是在5.1-5.0星级边界上,range,body_current_range,今天大盘整体微跌，目前还是在5.1-5.0星级边界上。,[2022-12-28-2150]12月28日指数估值数据2022快结束了跑赢指数了么.md
2022-12-29,,5.0,5.1,目前还是在5.1-5.0星级边界上,range,body_current_range,今天大盘整体微跌，波动不大。目前还是在5.1-5.0星级边界上。,[2022-12-29-2146]12月29日指数估值数据买基金也能亏9成都是这个操作惹的祸.md
2022-12-30,,5.0,5.1,目前还是在5.1-5.0星级边界上,range,body_current_range,今年最后一个交易日也结束了。今天大盘整体上涨，目前还是在5.1-5.0星级边界上。,[2022-12-30-2150]12月30日指数估值数据2022结束全年市场行情如何.md
