date,star,star_low,star_high,star_text,status,method,evidence,source_file
2022-01-04,4.0,,,很接近4星级的位置,approx,body_current_approx,今天是新年第一个交易日，不过今天大盘整体回调。目前还是在很接近4星级的位置。,[2022-01-04-2253]1月4日指数估值数据价值类品种上涨.md
2022-01-05,4.0,,,重新回到了4星级的位置,exact,body_current_exact,今天大盘整体下跌，重新回到了4星级的位置。,[2022-01-05-2227]1月5日指数估值数据回到4星级.md
2022-01-06,4.0,,,还是在4星级,exact,body_current_exact,今天A股大盘整体下跌，还是在4星级。,[2022-01-06-2238]1月6日指数估值数据500低波动接近高估.md
2022-01-07,4.0,,,还是在4星级,exact,body_current_exact,本周A股中证全指4连跌，还是在4星级。,[2022-01-07-2235]1月7日指数估值数据价值风格爆发.md
2022-01-10,4.0,,,还是在4星级,exact,body_current_exact,今天大盘整体微涨，不过波动不大，还是在4星级。,[2022-01-10-2237]1月10日指数估值数据利率上行周期对投资有啥影响呢.md
2022-01-11,4.0,,,还是在4星级的位置,exact,body_current_exact,今天大盘整体下跌，还是在4星级的位置。,[2022-01-11-2246]1月11日指数估值数据价值风格继续强势.md
2022-01-12,4.0,,,还是在4星级,exact,body_current_exact,今天大盘整体上涨，还是在4星级。,[2022-01-12-2245]1月12日指数估值数据翘翘板行情我们该如何应对.md
2022-01-13,4.0,,,还是在4星级的位置,exact,body_current_exact,今天大盘整体下跌，还是在4星级的位置。目前大约回到4星级后下跌2-3%的水平。,[2022-01-13-2237]1月13日指数估值数据不缺机会.md
2022-01-14,4.0,,,还是在4星级的位置,exact,body_current_exact,今天大盘整体下跌，目前还是在4星级的位置。,[2022-01-14-2233]1月14日指数估值数据周末快乐.md
2022-01-17,4.0,,,还是在4星级的位置,exact,body_current_exact,今天大盘整体上涨，目前还是在4星级的位置。,[2022-01-17-2232]1月17日指数估值数据基金打新收益如何.md
2022-01-18,4.0,,,还是在4星级,exact,body_current_exact,今天大盘整体微涨，波动不大，还是在4星级。,[2022-01-18-2127]1月18日指数估值数据90天投顾组合上线啦.md
2022-01-19,4.0,,,还是在4星级的位置,exact,body_current_exact,今天大盘整体微跌，还是在4星级的位置。,[2022-01-19-2132]1月19日指数估值数据价值风格继续强势.md
2022-01-20,4.0,,,还是在4星级的位置,exact,body_current_exact,今天大盘整体微跌，还是在4星级的位置。,[2022-01-20-2128]1月20日指数估值数据风水轮流转.md
2022-01-21,4.0,,,还是在4星级的位置,exact,body_current_exact,今天大盘指数整体回调，还是在4星级的位置。目前回到4星级后大盘回调了4%。,[2022-01-21-2141]1月21日指数估值数据美股波动会不会影响其他市场呢.md
2022-01-24,4.0,,,还是在4星级的位置,exact,body_current_exact,今天大盘整体波动不大，还是在4星级的位置。,[2022-01-24-2135]1月24日指数估值数据美股有低估机会吗.md
2022-01-25,4.0,,,还是在4星级的位置,exact,body_current_exact,今天大盘整体下跌，目前还是在4星级的位置。,[2022-01-25-2144]1月25日指数估值数据5星级还远吗估值表绿化率提高.md
2022-01-26,4.0,,,还是在4星级的位置,exact,body_current_exact,今天大盘整体波动不大，走了一个小V。目前还是在4星级的位置。,[2022-01-26-2145]1月26日指数估值数据港股通放假对投顾组合的影响.md
2022-01-27,,,,距离4.5星级大约2%-3%,unresolved_close,body_close_no_numeric_star,受到海外市场波动的影响，今天大盘继续下跌。目前大盘距离4.5星级大约2%-3%，也不远了。,[2022-01-27-2140]1月27日指数估值数据距离45星级不远了.md
2022-01-28,4.0,,,还是在4星级,exact,body_current_exact,今天大盘整体比较低迷，整体下跌，还是在4星级。距离4.5星级不远的位置。,[2022-01-28-2157]1月28日指数估值数据节后再战.md
