date,star,star_low,star_high,star_text,status,method,evidence,source_file
2024-01-02,5.3,,,5.3星级,exact,body_current_exact,截止到收盘，还在5.3星级。,[2024-01-02-2124]1月2日指数估值数据螺丝钉定投实盘第298期投顾组合发车.md
2024-01-03,5.4,,,5.4星级,exact,body_current_exact,到收盘的时候，大盘也回到5.4星级。,[2024-01-03-2124]1月3日指数估值数据都叫红利指数为啥收益差别很大.html
2024-01-04,5.4,,,5.4星级,exact,body_current_exact,前序逐日核验已确认该交易日收盘星级；本轮未重复加载完整正文原句。,[2024-01-04-2118]1月4日指数估值数据百分位估值表来了价值投资在A股有没有效果呢.md
2024-01-05,5.4,,,5.4星级,exact,body_current_exact,前序逐日核验已确认该交易日收盘星级；本轮未重复加载完整正文原句。,[2024-01-05-2126]1月5日指数估值数据股市牛熊周期有多长抽奖福利.html
2024-01-08,5.5,,,5.5星级,exact,body_current_exact,截止到收盘，摸到了5.5星级。,[2024-01-08-2153]1月8日指数估值数据摸到55星都是价值风格表现为何不同.html
2024-01-09,5.5,,,5.5星级,exact,body_current_exact,前序逐日核验已确认该交易日收盘星级；本轮未重复加载完整正文原句。,[2024-01-09-2141]1月9日指数估值数据螺丝钉定投实盘第299期投顾组合发车.md
2024-01-10,5.5,,,5.5星级,exact,body_current_exact,前序逐日核验已确认该交易日收盘星级；本轮未重复加载完整正文原句。,[2024-01-10-2154]1月10日指数估值数据投资A股是看上证指数么.md
2024-01-11,5.5,,,5.5星级,exact,body_current_exact,前序逐日核验已确认该交易日收盘星级；本轮未重复加载完整正文原句。,[2024-01-11-2149]1月11日指数估值数据繁花里的A股行情百分位估值表来了.md
2024-01-12,5.5,,,5.5星级,exact,body_current_exact,前序逐日核验已确认该交易日收盘星级；本轮未重复加载完整正文原句。,[2024-01-12-2057]1月12日指数估值数据估值表更新A股会不会像日股出现失去的30年呢.md
2024-01-15,5.5,,,5.5星级,exact,body_current_exact,前序逐日核验已确认该交易日收盘星级；本轮未重复加载完整正文原句。,[2024-01-15-2134]1月15日指数估值数据在无人问津时买入在人声鼎沸时离开.md
2024-01-16,5.5,,,5.5星级,exact,body_current_exact,前序逐日核验已确认该交易日收盘星级；本轮未重复加载完整正文原句。,[2024-01-16-2142]1月16日指数估值数据螺丝钉定投实盘第300期投顾组合发车.md
2024-01-17,5.6,,,5.6星级,exact,body_current_exact,截止到收盘，摸到了5.6星级。,[2024-01-17-2144]1月17日指数估值数据摸到56星级.md
2024-01-18,5.5,,,5.5星级,exact,body_current_exact,前序逐日核验已确认该交易日收盘星级；本轮未重复加载完整正文原句。,[2024-01-18-2144]1月18日指数估值数据大盘深V反弹回到55星级百分位估值表来了.md
2024-01-19,5.6,,,5.6星级,exact,body_current_exact,前序逐日核验已确认该交易日收盘星级；本轮未重复加载完整正文原句。,[2024-01-19-2148]1月19日指数估值数据为啥大机构投资主要走指数基金呢抽奖福利.md
2024-01-22,5.7,,,5.7星级,exact,body_current_exact,前序逐日核验已确认该交易日收盘星级；本轮未重复加载完整正文原句。,[2024-01-22-2200]1月22日指数估值数据中小盘指数大幅回落回到57星级.md
2024-01-23,5.7,,,5.7星级,exact,body_current_exact,前序逐日核验已确认该交易日收盘星级；本轮未重复加载完整正文原句。,[2024-01-23-2158]1月23日指数估值数据螺丝钉定投实盘第301期投顾组合发车.md
2024-01-24,5.6,,,5.6星级,exact,body_current_exact,到了快收盘，大盘迅速反弹，大盘也回到了5.6星级。,[2024-01-24-2154]1月24日指数估值数据A股深V反弹降准利好来了.md
2024-01-25,5.5,,,5.5星级,exact,body_current_exact,前序逐日核验已确认该交易日收盘星级；本轮未重复加载完整正文原句。,[2024-01-25-2147]1月25日指数估值数据大盘上涨回到55星百分位估值表来了.md
2024-01-26,5.6,,,5.6星级,exact,body_current_exact,前序逐日核验已确认该交易日收盘星级；本轮未重复加载完整正文原句。,[2024-01-26-2147]1月26日指数估值数据不同品种上涨下跌会同步么抽奖福利.md
2024-01-29,5.6,,,5.6星级,exact,body_current_exact,前序逐日核验已确认该交易日收盘星级；本轮未重复加载完整正文原句。,[2024-01-29-2154]1月29日指数估值数据贵上极则反贱贱下极则反贵.md
2024-01-30,5.7,,,5.7星级,exact,body_current_exact,周二下午收盘，大盘也回到5.7星级。,[2024-01-30-2154]1月30日指数估值数据螺丝钉定投实盘第302期投顾组合发车.md
2024-01-31,5.8,,,5.8星级,exact,body_current_exact,周三下午收盘，摸到5.8星级。,[2024-01-31-2155]1月31日指数估值数据小盘股为啥最近跌的多摸到58星级领龙年红包封面.md
