date,star,star_low,star_high,star_text,status,method,evidence,source_file
2024-06-03,,5.4,5.5,今天大盘整体微跌，截止到收盘，在5.4-5.5星边界上下。,range,body_current_range,今天大盘整体微跌，截止到收盘，在5.4-5.5星边界上下。,[2024-06-03-2206]6月3日指数估值数据什么是固收类品种月薪宝发薪日黄金星级更新.md
2024-06-04,5.4,,,今天大盘整体上涨，截止到收盘，回到5.4星。,exact,body_current_exact,今天大盘整体上涨，截止到收盘，回到5.4星。,[2024-06-04-2153]6月4日指数估值数据螺丝钉定投实盘第319期投顾组合发车.md
2024-06-05,,5.4,5.5,截止到收盘，又回到5.4-5.5星边界上下。,range,body_current_range,截止到收盘，又回到5.4-5.5星边界上下。,[2024-06-05-2157]6月5日指数估值数据小微盘股大跌的原因指数调仓会带来追涨杀跌吗.md
2024-06-06,5.5,,,今天大盘整体下跌，回到5.5星。,exact,body_current_exact,今天大盘整体下跌，回到5.5星。,[2024-06-06-2136]6月6日指数估值数据退市股要小心如何避免退市风险300500指数日报来了.md
2024-06-07,5.5,,,今天大盘整体波动不大，还在5.5星。,exact,body_current_exact,今天大盘整体波动不大，还在5.5星。,[2024-06-07-2150]6月7日指数估值数据持有收息债券和红利指数基金该怎么选择抽奖福利.md
2024-06-11,5.5,,,今天大盘整体微跌，截止到收盘，还在5.5星。,exact,body_current_exact,今天大盘整体微跌，截止到收盘，还在5.5星。,[2024-06-11-2134]6月11日指数估值数据螺丝钉定投实盘第320期投顾组合发车月薪宝发薪日.md
2024-06-12,5.5,,,今天大盘微涨，波动不大，还在5.5星。,exact,body_current_exact,今天大盘微涨，波动不大，还在5.5星。,[2024-06-12-2132]6月12日指数估值数据高频量化受限制对我们投资有什么影响.md
2024-06-13,5.5,,,今天大盘下跌，截止到收盘，还在5.5星。,exact,body_current_exact,今天大盘下跌，截止到收盘，还在5.5星。,[2024-06-13-2133]6月13日指数估值数据价值和成长指数谁收益更高300500指数日报来了.md
2024-06-14,5.5,,,截止到收盘，还在5.5星。,exact,body_current_exact,截止到收盘，还在5.5星。,[2024-06-14-2141]6月14日指数估值数据养老FOF基金清盘该怎么办抽奖福利.md
2024-06-17,5.5,,,今天大盘微跌，波动不大，还在5.5星。,exact,body_current_exact,今天大盘微跌，波动不大，还在5.5星。,[2024-06-17-2151]6月17日指数估值数据618购书福利金融机构退金令意味着什么月薪宝发薪日黄金星级更新.md
2024-06-18,5.5,,,今天大盘整体微涨，波动不大，还在5.5星。,exact,body_current_exact,今天大盘整体微涨，波动不大，还在5.5星。,[2024-06-18-2139]6月18日指数估值数据螺丝钉定投实盘第321期投顾组合发车.md
2024-06-19,5.5,,,今天市场涨跌分化比较大，截止到收盘还在5.5星。,exact,body_current_exact,今天市场涨跌分化比较大，截止到收盘还在5.5星。,[2024-06-19-2144]6月19日指数估值数据机构买入的指数基金会怎样卖出.md
2024-06-20,5.6,,,今天大盘整体下跌，到收盘的时候，摸到5.6星。,exact,body_current_exact,今天大盘整体下跌，到收盘的时候，摸到5.6星。,[2024-06-20-2133]6月20日指数估值数据摸到56星300500指数日报来了.md
2024-06-21,5.6,,,到收盘的时候微跌，还在5.6星。,exact,body_current_exact,到收盘的时候微跌，还在5.6星。,[2024-06-21-2145]6月21日指数估值数据A股长期投资难点在哪里抽奖福利.md
2024-06-24,5.6,,,今天大盘整体下跌，截止到收盘，还在5.6星。,exact,body_current_exact,今天大盘整体下跌，截止到收盘，还在5.6星。,[2024-06-24-2147]6月24日指数估值数据小微盘股大跌的原因月薪宝发薪日黄金星级更新.md
2024-06-25,5.7,,,今天大盘整体微跌，截止到收盘，摸到5.7星。,exact,body_current_exact,今天大盘整体微跌，截止到收盘，摸到5.7星。,[2024-06-25-2146]6月25日指数估值数据摸到57星螺丝钉定投实盘第322期投顾组合发车.md
2024-06-26,5.6,,,今天大盘开盘波动不大，到下午变成上涨，截止到收盘，回到5.6星。,exact,body_current_exact,今天大盘开盘波动不大，到下午变成上涨，截止到收盘，回到5.6星。,[2024-06-26-2150]6月26日指数估值数据回到56星沪深300和上证指数哪个更代表A股获奖了.md
2024-06-27,,5.6,5.7,今天大盘下跌，截止到收盘，又回到5.6-5.7星边界上。,range,body_current_range,今天大盘下跌，截止到收盘，又回到5.6-5.7星边界上。,[2024-06-27-2141]6月27日指数估值数据摸到57星3种方法降低投资难度300500指数日报来了.md
2024-06-28,5.6,,,今天大盘整体微涨，截止到收盘，还在5.6星。,exact,body_current_exact,今天大盘整体微涨，截止到收盘，还在5.6星。,[2024-06-28-2151]6月28日指数估值数据基金规模创新高抽奖福利.md
