date,star,star_low,star_high,star_text,status,method,evidence,source_file
2022-01-04,4.0,4.0,4.0,4.0星上下,approx,monthly_verified,,daily_star_2022_01.csv
2022-01-05,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_01.csv
2022-01-06,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_01.csv
2022-01-07,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_01.csv
2022-01-10,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_01.csv
2022-01-11,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_01.csv
2022-01-12,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_01.csv
2022-01-13,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_01.csv
2022-01-14,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_01.csv
2022-01-17,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_01.csv
2022-01-18,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_01.csv
2022-01-19,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_01.csv
2022-01-20,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_01.csv
2022-01-21,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_01.csv
2022-01-24,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_01.csv
2022-01-25,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_01.csv
2022-01-26,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_01.csv
2022-01-27,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_01.csv
2022-01-28,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_01.csv
2022-02-07,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_02.csv
2022-02-08,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_02.csv
2022-02-09,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_02.csv
2022-02-10,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_02.csv
2022-02-11,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_02.csv
2022-02-14,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_02.csv
2022-02-15,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_02.csv
2022-02-16,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_02.csv
2022-02-17,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_02.csv
2022-02-18,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_02.csv
2022-02-21,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_02.csv
2022-02-22,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_02.csv
2022-02-23,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_02.csv
2022-02-24,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_02.csv
2022-02-25,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_02.csv
2022-02-28,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_02.csv
2022-03-01,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_03.csv
2022-03-02,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_03.csv
2022-03-03,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_03.csv
2022-03-04,4.0,,,4.0星,exact,monthly_verified,,daily_star_2022_03.csv
2022-03-07,4.5,,,4.5星,exact,monthly_verified,,daily_star_2022_03.csv
2022-03-08,4.5,,,4.5星,exact,monthly_verified,,daily_star_2022_03.csv
2022-03-09,4.5,,,4.5星,exact,monthly_verified,,daily_star_2022_03.csv
2022-03-10,4.5,,,4.5星,exact,monthly_verified,,daily_star_2022_03.csv
2022-03-11,4.5,,,4.5星,exact,monthly_verified,,daily_star_2022_03.csv
2022-03-14,4.5,,,4.5星,exact,monthly_verified,,daily_star_2022_03.csv
2022-03-15,4.5,,,4.5星,exact,monthly_verified,,daily_star_2022_03.csv
2022-03-16,4.5,,,4.5星,exact,monthly_verified,,daily_star_2022_03.csv
2022-03-17,4.5,,,4.5星,exact,monthly_verified,,daily_star_2022_03.csv
2022-03-18,4.5,,,4.5星,exact,monthly_verified,,daily_star_2022_03.csv
