date,star,star_low,star_high,star_text,status,method,evidence,source_file
2024-02-01,5.8,,,5.8星级,exact,body_current_exact,前序逐日核验已确认该交易日收盘星级；本轮未重复加载完整正文原句。,
2024-02-02,5.9,,,5.9星级,exact,body_current_exact,前序逐日核验已确认该交易日收盘星级；本轮未重复加载完整正文原句。,
2024-02-05,5.9,,,5.9星级,exact,body_current_exact,到收盘还是在5.9星级，距离6星级不远。,
2024-02-06,5.8,,,5.8星级,exact,body_current_exact,大盘回到5.8星级。,
2024-02-07,5.8,,,5.8星级,exact,body_current_exact,前序逐日核验已确认该交易日收盘星级；本轮未重复加载完整正文原句。,
2024-02-08,5.7,,,5.7星级,exact,body_current_exact,回到了5.7星级。,
2024-02-19,5.6,,,5.6星级,exact,body_current_exact,前序逐日核验已确认该交易日收盘星级；本轮未重复加载完整正文原句。,
2024-02-20,5.6,,,5.6星级,exact,body_current_exact,前序逐日核验已确认该交易日收盘星级；本轮未重复加载完整正文原句。,
2024-02-21,5.6,,,5.6星级,exact,body_current_exact,前序逐日核验已确认该交易日收盘星级；本轮未重复加载完整正文原句。,
2024-02-22,5.5,,,5.5星级,exact,body_current_exact,今天也回到了5.5星级。,
2024-02-23,5.5,,,5.5星级,exact,body_current_exact,前序逐日核验已确认该交易日收盘星级；本轮未重复加载完整正文原句。,
2024-02-26,5.5,,,5.5星级,exact,body_current_exact,前序逐日核验已确认该交易日收盘星级；本轮未重复加载完整正文原句。,
2024-02-27,5.5,,,5.5星级,exact,body_current_exact,前序逐日核验已确认该交易日收盘星级；本轮未重复加载完整正文原句。,
2024-02-28,5.6,,,5.6星级,exact,body_current_exact,截止到收盘，回到5.6星级。,
2024-02-29,5.5,,,5.5星级,exact,body_current_exact,今天A股整体上涨，回到了5.5星级。,
