date,star,star_low,star_high,star_text,status,method,evidence,source_file
2024-11-01,5.1,5.1,5.1,回到5.1星,exact,body_current_exact,今天大盘整体下跌，截止到收盘，回到5.1星。,[2024-11-01-2204]11月1日指数估值数据绩优股和亏损股谁收益更高新书连载中抽奖福利.md
2024-11-04,5.0,5.0,5.0,还在5星上下,approx,body_current_approx,今天大盘整体上涨，截止到收盘，还在5星上下。,[2024-11-04-2207]11月4日指数估值数据超级周来袭ESG是什么新书股市长线法宝连载中.md
2024-11-05,,4.9,5.0,又回到4.9-5星上下,range,body_current_range,今天大盘整体上涨，又回到4.9-5星上下。,[2024-11-05-2153]11月5日指数估值数据螺丝钉定投实盘第339期投顾组合发车新书股市长线法宝连载中.md
2024-11-06,,4.9,5.0,还在4.9-5星上下,range,body_current_range,今天市场整体波动比较大，截止到收盘，还在4.9-5星上下。,[2024-11-06-2157]11月6日指数估值数据大选落地对A股港股有什么影响呢.md
2024-11-07,,4.8,4.9,回到4.8-4.9星,range,body_current_range,今天大盘低开高走，整体上涨，截止到收盘，回到4.8-4.9星。,[2024-11-07-2207]11月7日指数估值数据A股港股大幅反弹还有哪些利好新书股市长线法宝连载中.md
2024-11-08,,4.8,4.9,在4.8-4.9星上下,range,body_current_range,今天大盘整体下跌，截止到收盘，在4.8-4.9星上下。,[2024-11-08-2206]11月8日指数估值数据10万亿利好来了新书股市长线法宝连载中抽奖福利.md
2024-11-11,4.8,4.8,4.8,还在4.8星,exact,body_current_exact,今天大盘低开高走，截止到收盘，大盘整体上涨。还在4.8星。,[2024-11-11-2210]11月11日指数估值数据港股低迷未来还会起来吗月薪宝发薪日新书股市长线法宝连载中.md
2024-11-12,4.8,4.8,4.8,还在4.8星,exact,body_current_exact,今天大盘整体下跌，还在4.8星。,[2024-11-12-2221]11月12日指数估值数据螺丝钉定投实盘第340期投顾组合发车新书股市长线法宝连载中.md
2024-11-13,4.8,4.8,4.8,还在4.8星,exact,body_current_exact,全天中证全指略微上涨0.26%。还在4.8星。,[2024-11-13-2209]11月13日指数估值数据这一轮行情跟历史哪一轮行情最像新书股市长线法宝连载中.md
2024-11-14,4.9,4.9,4.9,回到4.9星,exact,body_current_exact,今天大盘迎来大幅回调，中证全指下跌2.4%。截止到收盘，回到4.9星。,[2024-11-14-2203]11月14日指数估值数据港股低迷还会起来吗新书股市长线法宝连载中.md
2024-11-15,5.0,5.0,5.0,摸到5星上下,approx,body_current_approx,今天大盘整体下跌，截止到收盘，摸到5星上下。,[2024-11-15-2157]11月15日指数估值数据慢牛一个月能涨多少新书股市长线法宝连载中抽奖福利.md
2024-11-18,5.0,5.0,5.0,还在5.0星,exact,body_current_exact,今天上午大盘整体微涨，不过到了下午又回落，变成下跌。中证全指下跌1.38%。截止到收盘，大盘还在5.0星。,[2024-11-18-2203]11月18日指数估值数据新的利好来了对价值策略有帮助吗黄金星级更新新书股市长线法宝连载中.md
2024-11-19,5.0,5.0,5.0,5.0星（按上一交易日11/18收盘值填充）,exact,previous_close_user_override,用户指定使用上一交易日数据；2024-11-18正文：截止到收盘，大盘还在5.0星。,[2024-11-18-2203]11月18日指数估值数据新的利好来了对价值策略有帮助吗黄金星级更新新书股市长线法宝连载中.md
2024-11-20,4.9,4.9,4.9,又回到4.9星,exact,body_current_exact,今天大盘低开高走，截止到收盘，整体上涨。又回到4.9星。,xzz-x/bridge/articles/issue-5.md
2024-11-21,4.9,4.9,4.9,还在4.9星,exact,body_current_exact,今天大盘微涨微跌，波动不大。截止到收盘，还在4.9星。,xzz-x/bridge/articles/issue-6.md
2024-11-22,5.1,5.1,5.1,回到5.1星,exact,body_current_exact,今天大盘整体下跌，截止到收盘，回到5.1星。,xzz-x/bridge/articles/issue-7.md
2024-11-25,5.1,5.1,5.1,还在5.1星,exact,body_current_exact,今天大盘一度下跌超1%，不过临近收盘又拉了回来。到收盘，还在5.1星。,[2024-11-25-2146]11月25日指数估值数据第二波回调来了么月薪宝发薪日黄金星级更新新书股市长线法宝连载中.md
2024-11-26,5.1,5.1,5.1,还在5.1星,exact,body_current_exact,今天大盘略微下跌，还在5.1星。,[2024-11-26-2149]11月26日指数估值数据螺丝钉定投实盘第342期投顾组合发车新书股市长线法宝连载中.md
2024-11-27,5.0,5.0,5.0,还在5星,exact,body_current_exact,今天大盘低开高走，到收盘，整体上涨，还在5星。,[2024-11-27-2209]11月27日指数估值数据上涨了公募基金降费潮新书股市长线法宝连载中.md
2024-11-28,5.0,5.0,5.0,还在5星,exact,body_current_exact,今天大盘整体下跌，还在5星。,[2024-11-28-2149]11月28日指数估值数据投资指数基金走场外还是场内呢新书股市长线法宝连载中.md
2024-11-29,5.0,5.0,5.0,还在5星,exact,body_current_exact,今天大盘开盘低迷，随后大盘整体拉涨。截止到收盘，还在5星。,[2024-11-29-2208]11月29日指数估值数据上涨了六大策略指数是什么它们涨跌有啥特点抽奖福利.md
