date,star,star_low,star_high,star_text,status,method,evidence,source_file
2022-11-01,,5.1,5.2,回到5.1-5.2星级边界上,range,body_current_range,截止到收盘，大盘回到5.1-5.2星级边界上。,[2022-11-01-2206]11月1日指数估值数据螺丝钉定投实盘第240期投顾组合发车.md
2022-11-02,5.1,5.1,5.1,目前大盘在5.1星级上下,approx,body_current_approx,今天开盘比较低迷，不过之后市场逐渐上涨。目前大盘在5.1星级上下。,[2022-11-02-2139]11月2日指数估值数据11月螺丝钉牛熊信号板.md
2022-11-03,5.1,,,目前还是在5.1星级,exact,body_current_exact,今天大盘整体下跌。目前还是在5.1星级。,[2022-11-03-2138]11月3日指数估值数据美股又加息对我们投资有什么影响amp组合调仓计划.md
2022-11-04,5.0,,,大盘回到了5星级,exact,body_current_exact,今天大盘整体上涨。截止到收盘，大盘回到了5星级。,[2022-11-04-2144]11月4日指数估值数据回到5星级amp逆势投资.md
2022-11-07,5.0,,,还是在5星级,exact,body_current_exact,今天大盘整体微涨，波动不大。截止到收盘，还是在5星级。,[2022-11-07-2143]11月7日指数估值数据还在5星级么.md
2022-11-08,5.0,,,目前还是在5星级,exact,body_current_exact,今天大盘整体微跌。目前还是在5星级。,[2022-11-08-2149]11月8日指数估值数据螺丝钉定投实盘第241期投顾组合发车.md
2022-11-09,5.0,,,还是在5星级,exact,body_current_exact,今天大盘先涨后跌。到收盘，整体微跌，还是在5星级。距离5.1星级不远。,[2022-11-09-2129]11月9日指数估值数据指数增强基金可以跑赢指数吗.md
2022-11-10,5.1,,,又回到了5.1星级,exact,body_current_exact,今天大盘整体下跌。截止到收盘，又回到了5.1星级。,[2022-11-10-2137]11月10日指数估值数据回到51星级amp双重购书福利.md
2022-11-11,5.0,,,目前还是在5星级,exact,body_current_exact,今天市场整体上涨，下午最高的时候一度回到了4.9星级；不过到收盘的时候回落了一些，目前还是在5星级。,[2022-11-11-2132]11月11日指数估值数据摸到49星级amp双重购书福利.md
2022-11-14,5.0,,,截止到收盘还是在5星级,exact,body_current_exact,今天上午大盘整体上涨，一度摸到4.9星级。不过下午变成了下跌。截止到收盘，还是在5星级。,[2022-11-14-2135]11月14日指数估值数据还在5星级吗.md
2022-11-15,4.9,,,截止到收盘回到4.9星级,exact,body_current_exact,今天大盘整体上涨。截止到收盘，回到4.9星级。,[2022-11-15-2121]11月15日指数估值数据走出5星级amp螺丝钉定投实盘第242期投顾组合发车.md
2022-11-16,5.0,,,目前又回到了5星级,exact,body_current_exact,今天大盘先涨后跌，截止到收盘整体微跌。目前又回到了5星级，不过距离4.9星级不远。,[2022-11-16-2128]11月16日指数估值数据债券波动大是怎么回事呢.md
2022-11-17,5.0,,,目前还是在5星级,exact,body_current_exact,今天大盘整体先跌后反弹。到收盘的时候，大盘整体波动不大，目前还是在5星级。,[2022-11-17-2141]11月17日指数估值数据指数增强和主动优选哪个表现更好呢.md
2022-11-18,5.0,,,尾盘的时候又跌回到5星级,exact,body_current_exact,今天大盘先涨后跌。盘中一度回到4.9星级，不过尾盘的时候又跌回到5星级了。,[2022-11-18-2121]11月18日指数估值数据海外市场投资基金该选什么品种呢.md
2022-11-21,5.0,,,还是在5星级,exact,body_current_exact,今天大盘整体下跌。截止到收盘，还是在5星级。,[2022-11-21-2144]11月21日指数估值数据基金经理离职风险如何减少.md
2022-11-22,5.0,,,大盘还是在5星级,exact,body_current_exact,今天大盘整体下跌。截止到收盘，大盘还是在5星级。,[2022-11-22-2142]11月22日指数估值数据螺丝钉定投实盘第243期投顾组合发车.md
2022-11-23,5.0,,,目前还是在5星级,exact,body_current_exact,今天大盘整体微跌，波动不大，目前还是在5星级，距离5.1星级不远。,[2022-11-23-2141]11月23日指数估值数据价值风格估值要重塑吗.md
2022-11-24,5.0,,,还是在5星级,exact,body_current_exact,今天大盘整体波动不大，还是在5星级。,[2022-11-24-2139]11月24日指数估值数据降准信号对投资有什么影响.md
2022-11-25,5.0,,,还是在5星级,exact,body_current_exact,今天大盘整体波动不大，还是在5星级。,[2022-11-25-2119]11月25日指数估值数据北证50指数估值如何.md
2022-11-28,5.1,,,截止到收盘在5.1星级,exact,body_current_exact,今天大盘先跌后反弹。截止到收盘，在5.1星级。,[2022-11-28-2147]11月28日指数估值数据个人养老金该如何投资.md
2022-11-29,5.0,,,目前还在5星级,exact,body_current_exact,截止到收盘，回到了4.9-5星级边界附近。目前还在5星级，不过稍涨涨就回到4.9星级了。,[2022-11-29-2150]11月29日指数估值数据螺丝钉定投实盘第244期投顾组合发车.md
2022-11-30,,4.9,5.0,目前还是处于4.9-5星级边界上,range,body_current_range,今天大盘一度下跌，不过到尾盘的时候回升了起来。目前还是处于4.9-5星级边界上。,[2022-11-30-2113]11月30日指数估值数据价值风格强势.md
