date,star,star_low,star_high,star_text,status,method,evidence,source_file
2024-03-01,5.4,,,截止到收盘，也回到了5.4星级。距离5.5也不远。,exact,body_current_exact,截止到收盘，也回到了5.4星级。距离5.5也不远。,[2024-03-01-2132]3月1日指数估值数据回到54星止盈有哪两种情况抽奖福利.md
2024-03-04,5.4,,,截止到收盘，还在5.4星级。,exact,body_current_exact,截止到收盘，还在5.4星级。,[2024-03-04-2147]3月4日指数估值数据熊市里做空能赚钱吗.md
2024-03-05,5.4,,,今天A股整体微跌，波动不大，还在5.4星级。,exact,body_current_exact,今天A股整体微跌，波动不大，还在5.4星级。,[2024-03-05-2142]3月5日指数估值数据螺丝钉定投实盘第306期投顾组合发车.md
2024-03-06,5.4,,,今天大盘在微涨微跌之间波动，到收盘还是在5.4星级。,exact,body_current_exact,今天大盘在微涨微跌之间波动，到收盘还是在5.4星级。,[2024-03-06-2145]3月6日指数估值数据谁是指数基金投资主力.md
2024-03-07,5.5,,,今天大盘高开低走，到收盘的时候，大盘整体下跌，又回到了5.5星，距离5.4不远的位置。,exact,body_current_exact,今天大盘高开低走，到收盘的时候，大盘整体下跌，又回到了5.5星，距离5.4不远的位置。,[2024-03-07-2152]3月7日指数估值数据回到55星百分位估值表和沪深300指数日报来了.md
2024-03-08,5.4,,,今天大盘先跌后反弹，到收盘，整体上涨，又回到了5.4星级。,exact,body_current_exact,今天大盘先跌后反弹，到收盘，整体上涨，又回到了5.4星级。,[2024-03-08-2135]3月8日指数估值数据为啥女性投资者收益比男性更高抽奖福利.md
2024-03-11,5.4,,,今天A股全天上涨，截止到收盘还在5.4星级，距离5.3不远。,exact,body_current_exact,今天A股全天上涨，截止到收盘还在5.4星级，距离5.3不远。,[2024-03-11-2135]3月11日指数估值数据龙抬头创业板大涨债券基金值得投资吗.md
2024-03-12,5.4,,,今天大盘微涨，还在5.4星级。,exact,body_current_exact,今天大盘微涨，还在5.4星级。,[2024-03-12-2132]3月12日指数估值数据螺丝钉定投实盘第307期投顾组合发车.md
2024-03-13,5.4,,,今天大盘整体微跌，截止到收盘，还是在5.4星级。,exact,body_current_exact,今天大盘整体微跌，截止到收盘，还是在5.4星级。,[2024-03-13-2141]3月13日指数估值数据新书预告来了.md
2024-03-14,5.4,,,截止到周四收盘，大盘微跌，波动不大，还是在5.4星级。,exact,body_current_exact,截止到周四收盘，大盘微跌，波动不大，还是在5.4星级。,[2024-03-14-2145]3月14日指数估值数据第一只突破2000亿的股票基金诞生百分位估值表和沪深300指数日报来了.md
2024-03-15,5.4,,,全天下来，大盘整体上涨，还是在5.4星级。,exact,body_current_exact,全天下来，大盘整体上涨，还是在5.4星级。,[2024-03-15-2155]3月15日指数估值数据主动基金和指数基金谁收益高呢.md
2024-03-18,5.3,,,今天大盘继续上涨，截止到收盘，大盘回到了5.3星级。,exact,body_current_exact,今天大盘继续上涨，截止到收盘，大盘回到了5.3星级。,[2024-03-18-2054]3月18日指数估值数据回到53星鼓励高分红能提振A股吗.md
2024-03-19,5.3,,,今天上午大盘微涨，不过到了下午回落，收盘变成下跌。还是在5.3星级，距离5.4星不远。,exact,body_current_exact,今天上午大盘微涨，不过到了下午回落，收盘变成下跌。还是在5.3星级，距离5.4星不远。,[2024-03-19-2142]3月19日指数估值数据螺丝钉定投实盘第308期投顾组合发车.md
2024-03-20,5.3,,,今天大盘开盘下跌，到了收盘变成上涨，还是在5.3星级。,exact,body_current_exact,今天大盘开盘下跌，到了收盘变成上涨，还是在5.3星级。,[2024-03-20-2142]3月20日指数估值数据日元加息对咱们投资有啥影响.md
2024-03-21,5.3,,,今天大盘开盘上涨，到收盘变成微跌，波动不大，还在5.3星。,exact,body_current_exact,今天大盘开盘上涨，到收盘变成微跌，波动不大，还在5.3星。,[2024-03-21-2137]3月21日指数估值数据第一只开放式基金诞生100周年百分位估值表和沪深300指数日报来了.md
2024-03-22,5.4,,,截止到收盘，大盘下跌约1%上下，回到5.4星级。,exact,body_current_exact,截止到收盘，大盘下跌约1%上下，回到5.4星级。,[2024-03-22-2144]3月22日指数估值数据汇率与市场涨跌的关系投资的三个阶段.md
2024-03-25,5.4,,,今天大盘上午微涨，不过到下午变成下跌，还在5.4星级。,exact,body_current_exact,今天大盘上午微涨，不过到下午变成下跌，还在5.4星级。,[2024-03-25-2135]3月25日指数估值数据创业板指摸到低估4类投资非人民币资产的基金分别是什么.md
2024-03-26,5.4,,,今天上午大盘一度下跌，不过到下午反弹，到收盘的时候大盘微涨，还在5.4星级。,exact,body_current_exact,今天上午大盘一度下跌，不过到下午反弹，到收盘的时候大盘微涨，还在5.4星级。,[2024-03-26-2143]3月26日指数估值数据螺丝钉定投实盘第309期投顾组合发车.md
2024-03-27,5.5,,,到了快收盘的时候快速下跌，到收盘摸到5.5星级，距离5.4星不远。,exact,body_current_exact,到了快收盘的时候快速下跌，到收盘摸到5.5星级，距离5.4星不远。,[2024-03-27-2143]3月27日指数估值数据回到55星级拥有多少资产量算得上是富裕家庭呢.md
2024-03-28,5.4,,,今天大盘整体上涨，截止到收盘，还是在5.4星。,exact,body_current_exact,今天大盘整体上涨，截止到收盘，还是在5.4星。,[2024-03-28-2145]3月28日指数估值数据熊市里坚持下来的投资者有多少百分位估值表和沪深300指数日报来了.md
2024-03-29,5.4,,,今天大盘低开高走，到收盘整体上涨，还在5.4星。,exact,body_current_exact,今天大盘低开高走，到收盘整体上涨，还在5.4星。,[2024-03-29-2137]3月29日指数估值数据牛市多久出现一次呢抽奖福利.md
