date,star,star_low,star_high,star_text,status,method,evidence,source_file
2022-08-01,4.7,,,还是在4.7星级,exact,body_current_exact,今天大盘先跌后涨，到收盘整体微涨，还是在4.7星级。,[2022-08-01-2219]8月1日指数估值数据基金行业收费模式经历过哪些变化.md
2022-08-02,4.8,,,跌回到4.8星级,exact,body_current_exact,今天大盘整体下跌较多。截止到收盘，大盘跌回到4.8星级。,[2022-08-02-2218]8月2日指数估值数据48星级amp螺丝钉定投实盘第228期投顾组合发车.md
2022-08-03,4.8,,,目前还是在4.8星,exact,body_current_exact,今天大盘整体下跌，目前还是在4.8星。,[2022-08-03-2212]8月3日指数估值数据距离5星级还有3.md
2022-08-04,4.8,,,目前还是在4.8星级,exact,body_current_exact,今天大盘先跌后涨，全天下来微涨，波动不大。目前还是在4.8星级。,[2022-08-04-2211]8月4日指数估值数据三类养老品种有啥区别.md
2022-08-05,4.7,,,回到了4.7星级,exact,body_current_exact,今天大盘上午比较低迷，下午上涨，到收盘的时候回到了4.7星级。不过距离4.8星级比较近。,[2022-08-05-2210]8月5日指数估值数据上市公司盈利低迷对我们投资有什么影响.md
2022-08-08,4.7,,,目前还是在4.7星级,exact,body_current_exact,今天大盘整体波动不大，目前还是在4.7星级。距离4.8不远的位置。,[2022-08-08-2220]8月8日指数估值数据私募基金的投资收益会更好吗.md
2022-08-09,4.7,,,还是在4.7星级,exact,body_current_exact,今天大盘先跌后涨，到收盘整体微微涨，波动不大，还是在4.7星级。,[2022-08-09-2205]8月9日指数估值数据螺丝钉定投实盘第229期投顾组合发车.md
2022-08-10,4.7,,,还是在4.7星级,exact,body_current_exact,今天大盘整体下跌，到收盘，还是在4.7星级。距离4.8星级也很近。,[2022-08-10-2213]8月10日指数估值数据金融的本质是什么.md
2022-08-11,,4.6,4.7,目前在4.7星级到4.6星级的边界上,range,body_current_range,今天大盘迎来了整体上涨。目前在4.7星级到4.6星级的边界上。,[2022-08-11-2215]8月11日指数估值数据上涨了.md
2022-08-12,4.7,,,目前还是在4.7星级,exact,body_current_exact,大盘整体微跌，目前还是在4.7星级，波动不大。,[2022-08-12-2211]8月12日指数估值数据光荣在于平淡艰巨在于漫长.md
2022-08-15,4.7,,,还是在4.7星级,exact,body_current_exact,今天大盘整体波动不大，还是在4.7星级。,[2022-08-15-2203]8月15日指数估值数据利率下降对我们投资有什么影响.md
2022-08-16,,4.6,4.7,还是在4.7-4.6星级边界上,range,body_current_range,今天市场整体波动不大，还是在4.7-4.6星级边界上。,[2022-08-16-2204]8月16日指数估值数据螺丝钉定投实盘第230期投顾组合发车.md
2022-08-17,,4.6,4.7,目前还是在4.6-4.7星级边界上,range,body_current_range,大盘整体微涨，目前还是在4.6-4.7星级边界上。,[2022-08-17-2212]8月17日指数估值数据想要更高收益也要面对更大波动风险.md
2022-08-18,,4.6,4.7,还是在4.6星级-4.7星级边界上,range,body_current_range,今天大盘整体下跌，还是在4.6星级-4.7星级边界上。,[2022-08-18-2204]8月18日指数估值数据震荡行情对组合投资有利.md
2022-08-19,4.7,,,还是在4.7星级,exact,body_current_exact,今天大盘整体下跌，还是在4.7星级。,[2022-08-19-2155]8月19日指数估值数据不同风格谁更低估呢.md
2022-08-22,,4.6,4.7,目前还是在4.7-4.6星级边界上,range,body_current_range,今天大盘整体上涨。目前还是在4.7-4.6星级边界上。,[2022-08-22-2156]8月22日指数估值数据利率下降基金费率下降.md
2022-08-23,,4.6,4.7,还是在4.6-4.7星级边界上,range,body_current_range,今天大盘整体微跌，还是在4.6-4.7星级边界上。,[2022-08-23-2206]8月23日指数估值数据螺丝钉定投实盘第231期投顾组合发车.md
2022-08-24,4.8,,,回到了4.8星级,exact,body_current_exact,下跌后，大盘回到了4.8星级，不过距离4.7星级也很近。,[2022-08-24-2219]8月24日指数估值数据回到48星级.md
2022-08-25,4.7,,,又回到了4.7星级,exact,body_current_exact,今天大盘先跌后涨，整体波动不大。目前又回到了4.7星级，距离4.8星级不远。,[2022-08-25-2217]8月25日指数估值数据过去这些年出现过哪些上涨行情呢.md
2022-08-26,4.8,,,又回到了4.8星级,exact,body_current_exact,周末快乐。今天大盘先涨后回落，截止到收盘，大盘整体微跌。大盘又回到了4.8星级，不过距离4.7不远。,[2022-08-26-2217]8月26日指数估值数据10000只基金怎么选.md
2022-08-29,4.8,,,目前还是在4.8星级,exact,body_current_exact,不过今天A股港股波动不大，比较坚挺。目前还是在4.8星级。,[2022-08-29-2213]8月29日指数估值数据横盘震荡考验耐心.md
2022-08-30,4.8,,,目前还是在4.8星级,exact,body_current_exact,大盘整体微跌。目前还是在4.8星级。,[2022-08-30-2213]8月30日指数估值数据螺丝钉定投实盘第232期投顾组合发车.md
2022-08-31,4.8,,,目前还是在4.8星级,exact,body_current_exact,今天大盘整体下跌，中证全指下跌1.4%。目前还是在4.8星级，距离4.9星级不远。,[2022-08-31-2212]8月31日指数估值数据A股上半年盈利微增.md
