date,star,star_low,star_high,star_text,status,method,evidence,source_file
2022-06-01,4.9,,,目前还是在4.9星级,exact,body_current_exact,今天A股整体波动不大。目前还是在4.9星级。,[2022-06-01-2208]6月1日指数估值数据5星级持续了多久.md
2022-06-02,4.9,,,还是在4.9星级,exact,body_current_exact,到收盘的时候大盘整体微涨。波动不大，还是在4.9星级。,[2022-06-02-2207]6月2日指数估值数据美股指数低估了吗.md
2022-06-06,4.8,,,回到4.8星级的位置,exact,body_current_exact,今天大盘整体上涨，上涨后，回到4.8星级的位置。,[2022-06-06-2206]6月6日指数估值数据48星且投且珍惜.md
2022-06-07,4.8,,,还是处于4.8星级的位置,exact,body_current_exact,今天大盘整体波动不大，不涨不跌。目前还是处于4.8星级的位置。,[2022-06-07-2213]6月7日指数估值数据螺丝钉定投实盘第220期投顾组合发车.md
2022-06-08,4.8,,,还是在4.8星级的位置,exact,body_current_exact,今天大盘走势比较纠结。上午上涨，中午下跌，到收盘又变成了微涨。目前大盘还是在4.8星级的位置。,[2022-06-08-2205]6月8日指数估值数据A股连续上涨.md
2022-06-09,4.9,,,回到了4.9星级的位置,exact,body_current_exact,今天大盘整体下跌，下跌后，回到了4.9星级的位置。,[2022-06-09-2214]6月9日指数估值数据大盘回调了.md
2022-06-10,4.8,,,目前在4.8星级的位置,exact,body_current_exact,昨天欧美市场下跌，但今天A股比较硬气。全天上涨，目前在4.8星级的位置。,[2022-06-10-2208]6月10日指数估值数据A股涨美股跌对投资有什么影响.md
2022-06-13,4.8,,,目前还是在4.8星级的位置,exact,body_current_exact,今天大盘整体下跌，目前还是在4.8星级的位置。,[2022-06-13-2202]6月13日指数估值数据美股欧股下跌A股会受影响吗.md
2022-06-14,4.8,,,在4.8星级,exact,body_current_exact,上午A股也受到影响，不过尾盘A股争气的涨了回来。全天A股微涨，在4.8星级。,[2022-06-14-2148]6月14日指数估值数据螺丝钉定投实盘第221期投顾组合发车.md
2022-06-15,4.8,,,目前还是在4.8星级的位置,exact,body_current_exact,今天大盘整体上涨。目前还是在4.8星级的位置。,[2022-06-15-2215]6月15日指数估值数据价值风格发力.md
2022-06-16,4.8,,,收盘又跌回到4.8,exact,body_current_exact,今天大盘先涨后跌。上午摸到了4.7星级，不过收盘又跌回到4.8了。,[2022-06-16-2217]6月16日指数估值数据何时还会有5星级.md
2022-06-17,4.7,,,回到了4.7星级,exact,body_current_exact,今天A股走出独立行情，整体上涨。回到了4.7星级。,[2022-06-17-2150]6月17日指数估值数据轮流上涨.md
2022-06-20,4.7,,,目前还是在4.7星级,exact,body_current_exact,今天大盘整体波动不大，目前还是在4.7星级。,[2022-06-20-2216]6月20日指数估值数据可转债新规对投资有啥影响.md
2022-06-21,4.7,,,目前在4.7星级的位置,exact,body_current_exact,今天A股整体微跌，目前在4.7星级的位置。,[2022-06-21-2204]6月21日指数估值数据螺丝钉定投实盘第222期投顾组合发车.md
2022-06-22,4.8,,,目前回到了4.8星级的位置,exact,body_current_exact,今天大盘整体下跌，目前回到了4.8星级的位置。,[2022-06-22-2203]6月22日指数估值数据基金分红组合会怎么处理amp购书福利返场.md
2022-06-23,4.7,,,还是在4.7星级的位置,exact,body_current_exact,A股今天先跌后涨，到收盘，还是在4.7星级的位置。,[2022-06-23-2211]6月23日指数估值数据中证1000投资价值如何.md
2022-06-24,4.6,,,已经回到了4.6星级,exact,body_current_exact,今天大盘继续反弹，截止到今天收盘，已经回到了4.6星级。,[2022-06-24-2153]6月24日指数估值数据46星级了且投且珍惜.md
2022-06-27,4.6,,,还是在4.6星级的位置,exact,body_current_exact,今天大盘整体上涨，截止到收盘，还是在4.6星级的位置。,[2022-06-27-2216]6月27日指数估值数据离45星级不远了.md
2022-06-28,4.5,,,已经回到4.5星级的位置,exact,body_current_exact,截止到收盘，大盘已经回到4.5星级的位置。,[2022-06-28-2204]6月28日指数估值数据回到45星级amp螺丝钉定投实盘第223期投顾组合发车.md
2022-06-29,4.6,,,回到了4.6星级的水平,exact,body_current_exact,今天大盘整体下跌，截止到收盘，回到了4.6星级的水平。,[2022-06-29-2207]6月29日指数估值数据美股出现波动耐心等待.md
2022-06-30,4.5,,,大盘又涨回到了4.5星级的位置,exact,body_current_exact,不过A股走出了独立行情。大盘又涨回到了4.5星级的位置。,[2022-06-30-2209]6月30日指数估值数据ETF纳入互联互通对我们投资有什么影响.md
