date,star,star_low,star_high,star_text,status,method,evidence,source_file
2024-07-01,5.6,,,今天大盘整体上涨，截止收盘，还在5.6星。,exact,body_current_exact,今天大盘整体上涨，截止收盘，还在5.6星。,[2024-07-01-2153]7月1日指数估值数据上半年市场表现如何月薪宝发薪日黄金星级更新.md
2024-07-02,5.6,,,今天大盘整体下跌，截止到收盘，还在5.6星。,exact,body_current_exact,今天大盘整体下跌，截止到收盘，还在5.6星。,[2024-07-02-2141]7月2日指数估值数据银行接近正常估值螺丝钉定投实盘第323期投顾组合发车.md
2024-07-03,5.6,,,今天大盘整体微跌，还在5.6星。,exact,body_current_exact,今天大盘整体微跌，还在5.6星。,[2024-07-03-2156]7月3日指数估值数据市场不缺钱缺少的是信心.md
2024-07-04,5.7,,,今天大盘整体下跌，截止到收盘，又摸到5.7星。,exact,body_current_exact,今天大盘整体下跌，截止到收盘，又摸到5.7星。,[2024-07-04-2156]7月4日指数估值数据又摸到57星成交额低迷代表了什么300500指数日报来了.md
2024-07-05,5.7,,,今天大盘一度下跌1%，不过到下午反弹，到收盘波动不大，还在5.7星。,exact,body_current_exact,今天大盘一度下跌1%，不过到下午反弹，到收盘波动不大，还在5.7星。,[2024-07-05-2151]7月5日指数估值数据长债波动变大的原因抽奖福利.md
2024-07-08,5.7,,,今天大盘整体下跌，截止到收盘，还在5.7星。,exact,body_current_exact,今天大盘整体下跌，截止到收盘，还在5.7星。,[2024-07-08-2202]7月8日指数估值数据A股长期上涨吗月薪宝发薪日黄金星级更新.md
2024-07-09,5.7,,,截止到收盘，整体上涨，还在5.7星。,exact,body_current_exact,截止到收盘，整体上涨，还在5.7星。,[2024-07-09-2154]7月9日指数估值数据大盘反弹螺丝钉定投实盘第324期投顾组合发车.md
2024-07-10,5.7,,,今天大盘整体微跌，波动不大，还在5.7星。,exact,body_current_exact,今天大盘整体微跌，波动不大，还在5.7星。,[2024-07-10-2141]7月10日指数估值数据熊市里坚持下来的投资者能有多少呢.md
2024-07-11,5.6,,,今天大盘上涨较多。截止到收盘，回到5.6星。,exact,body_current_exact,今天大盘上涨较多。截止到收盘，回到5.6星。,[2024-07-11-2150]7月11日指数估值数据大盘反弹回到56星300500指数日报来了.md
2024-07-12,5.6,,,今天大盘整体波动不大，截止到收盘，还在5.6星。,exact,body_current_exact,今天大盘整体波动不大，截止到收盘，还在5.6星。,[2024-07-12-2148]7月12日指数估值数据美股涨跌分化美股指数估值表来了抽奖福利.md
2024-07-15,5.7,,,今天大盘整体微跌，截止到收盘，回到5.7星，距离5.6不远。,exact,body_current_exact,今天大盘整体微跌，截止到收盘，回到5.7星，距离5.6不远。,[2024-07-15-2137]7月15日指数估值数据指数基金是百分百复制指数的吗月薪宝发薪日.md
2024-07-16,,5.6,5.7,今天大盘整体波动不大，截止到收盘，还在5.6-5.7星上下。,range,body_current_range,今天大盘整体波动不大，截止到收盘，还在5.6-5.7星上下。,[2024-07-16-2137]7月16日指数估值数据螺丝钉定投实盘第325期投顾组合发车.md
2024-07-17,5.7,,,今天大盘整体下跌，还在5.7星。,exact,body_current_exact,今天大盘整体下跌，还在5.7星。,[2024-07-17-2141]7月17日指数估值数据获奖了新发布的上证全收益指数是什么.md
2024-07-18,,5.6,5.7,今天大盘低开高走，整体收涨。又回到5.6-5.7星上下。,range,body_current_range,今天大盘低开高走，整体收涨。又回到5.6-5.7星上下。,[2024-07-18-2157]7月18日指数估值数据美股风格分化债券指数星级来了300500指数日报来了.md
2024-07-19,5.6,,,今天大盘整体波动不大，还在5.6星。,exact,body_current_exact,今天大盘整体波动不大，还在5.6星。,[2024-07-19-2141]7月19日指数估值数据ETF有主动基金指数增强基金么抽奖福利.md
2024-07-22,5.6,,,今天大盘整体微跌，还在5.6星。,exact,body_current_exact,今天大盘整体微跌，还在5.6星。,[2024-07-22-2145]7月22日指数估值数据知名基金经理离职对投资有影响吗月薪宝发薪日黄金星级更新.md
2024-07-23,5.7,,,今天大盘整体下跌较多，截止到收盘，回到5.7星。,exact,body_current_exact,今天大盘整体下跌较多，截止到收盘，回到5.7星。,[2024-07-23-2156]7月23日指数估值数据回到57星螺丝钉定投实盘第326期投顾组合发车.md
2024-07-24,5.8,,,今天大盘整体下跌，中证全指下跌1%。也回到了5.8星级。,exact,body_current_exact,今天大盘整体下跌，中证全指下跌1%。也回到了5.8星级。,[2024-07-24-2147]7月24日指数估值数据回到58星红利出现波动是啥原因.md
2024-07-25,5.8,,,今天大盘整体微跌，还在5.8星上下。,approx,body_current_approx,今天大盘整体微跌，还在5.8星上下。,[2024-07-25-2206]7月25日指数估值数据基金规模创新高为啥呢300500指数日报来了.md
2024-07-26,5.7,,,今天大盘整体上涨，回到5.7星。,exact,body_current_exact,今天大盘整体上涨，回到5.7星。,[2024-07-26-2144]7月26日指数估值数据回到57星为啥6000点买的银行2900点创新高了抽奖福利.md
2024-07-29,5.7,,,今天大盘整体下跌，还在5.7星。,exact,body_current_exact,今天大盘整体下跌，还在5.7星。,[2024-07-29-2146]7月29日指数估值数据上证综合全收益指数今天开始运行月薪宝发薪日黄金星级更新.md
