date,star,star_low,star_high,star_text,status,method,evidence,source_file
2022-05-05,5.0,,,目前还是在5星级,exact,body_current_exact,今天大盘先跌后涨，全天波动不大，目前还是在5星级。,[2022-05-05-2218]5月5日指数估值数据美股加息对我们投资有什么影响.md
2022-05-06,5.0,,,还是在5星级的位置,exact,body_current_exact,今天大盘整体下跌，还是在5星级的位置。,[2022-05-06-2148]5月6日指数估值数据利率上升周期该如何投资.md
2022-05-09,5.0,,,还是在5星级,exact,body_current_exact,今天大盘全天波动不大，大部分品种微跌。还是在5星级。,[2022-05-09-2205]5月9日指数估值数据一季度财报更新盈利增长情况如何.md
2022-05-10,5.0,,,还是在5星级的位置,exact,body_current_exact,全天A股整体上涨，还是在5星级的位置。,[2022-05-10-2207]5月10日指数估值数据螺丝钉定投实盘第216期投顾组合发车.md
2022-05-11,5.1,5.1,5.1,目前算是5.1星级上下,approx,body_current_approx,最近反弹后，目前算是5.1星级上下。,[2022-05-11-2202]5月11日指数估值数据上涨了还在5星级吗.md
2022-05-12,5.0,,,还是在5星级,exact,body_current_exact,今天大盘整体微跌，基本不涨不跌，还是在5星级。,[2022-05-12-2159]5月12日指数估值数据美股波动出现投资机会了么.md
2022-05-13,5.1,5.1,5.1,目前算是5.1上下,approx,body_current_approx,今天大盘整体上涨，不过涨幅不大，还是在5星级；正文进一步明确：之后大盘逐渐反弹，目前算是5.1上下。,[2022-05-13-2215]5月13日指数估值数据珍惜5星级.md
2022-05-16,5.0,,,还是在5星级的位置,exact,body_current_exact,今天大盘整体微跌，波动不大。还是在5星级的位置。,[2022-05-16-2210]5月16日指数估值数据投资机会变多了.md
2022-05-17,5.1,,,算是5.1星级,exact,body_current_exact,今天上涨之后，大盘整体还是在5星级（算是5.1星级）。,[2022-05-17-2156]5月17日指数估值数据螺丝钉定投实盘第217期投顾组合发车.md
2022-05-18,5.1,,,反弹到了5.1星级,exact,body_current_exact,从4月底大盘回到5星级后，整体逐渐震荡上行，从5.4星级慢慢反弹到了5.1星级。,[2022-05-18-2216]5月18日指数估值数据投资别受到市场先生的影响.md
2022-05-19,5.1,,,现在在5.1星级,exact,body_current_exact,截止到收盘的时候A股微涨，还是在5星级；正文进一步明确：后面大盘反弹，现在在5.1星级。,[2022-05-19-2147]5月19日指数估值数据A股港股美股的投资价值如何.md
2022-05-20,5.0,,,目前还是在5星级,exact,body_current_exact,今天大盘整体上涨，目前还是在5星级。,[2022-05-20-2134]5月20日指数估值数据继续上涨还在5星级吗.md
2022-05-23,5.1,,,目前还是在5.1星级,exact,body_current_exact,今天大盘整体波动不大，目前还是在5.1星级。,[2022-05-23-2154]5月23日指数估值数据盈亏同源.md
2022-05-24,,5.1,5.2,大盘在5.1-5.2星级上下的位置,range,body_current_range,本周二下跌后，大盘在5.1-5.2星级上下的位置。,[2022-05-24-2213]5月24日指数估值数据螺丝钉定投实盘第218期投顾组合发车.md
2022-05-25,5.1,,,目前还是在5.1星级,exact,body_current_exact,今天微涨也没有收复昨天的位置，目前还是在5.1星级。,[2022-05-25-2155]5月25日指数估值数据熊市不买股牛市白辛苦.md
2022-05-26,5.1,,,还是在5.1星级,exact,body_current_exact,全天大盘整体上涨，整体上波动不大，还是在5.1星级。,[2022-05-26-2202]5月26日指数估值数据今年A股盈利增长情况如何.md
2022-05-27,,5.0,5.1,还是在5-5.1星级,range,body_current_range,今天大盘整体波动不大，还是在5-5.1星级。,[2022-05-27-2155]5月27日指数估值数据5星级正是播种的季节.md
2022-05-30,5.0,,,仍在5星级且距离走出不到1%,exact,body_current_exact,当天正文：经过这几天上涨后，大盘距离走出5星级不到1%；5月31日正文进一步明确“从4月21日回到5星级，到5月31日走出5星级”，直接确认5月30日仍处于5星级。,[2022-05-30-2155]5月30日指数估值数据这些指数的规则要变化了.md
2022-05-31,4.9,,,现在算是4.9星级,exact,body_current_exact,今天大盘上涨，走出了5星级，现在算是4.9星级。,[2022-05-31-2202]5月31日指数估值数据走出5星级amp螺丝钉定投实盘第219期投顾组合发车.md
